id,transaction_number,customer_id,transaction_date,status,subtotal,discount_amount,tax_amount,total_amount,created_at,updated_at
2625,TXN-202609-002625,989,2026-09-02 00:00:00+00:00,completed,297.60,0.00,22.32,319.92,2026-09-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2626,TXN-202608-002626,793,2026-08-11 00:00:00+00:00,completed,23742.14,0.00,1780.66,25522.80,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2627,TXN-202605-002627,399,2026-05-21 00:00:00+00:00,pending,544.43,0.00,40.83,585.26,2026-05-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2628,TXN-202601-002628,870,2026-01-16 00:00:00+00:00,completed,780.08,39.00,55.58,796.66,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2629,TXN-202512-002629,776,2025-12-26 00:00:00+00:00,completed,473.05,0.00,35.48,508.53,2025-12-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2630,TXN-202512-002630,821,2025-12-28 00:00:00+00:00,completed,176.70,0.00,13.25,189.95,2025-12-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2631,TXN-202609-002631,418,2026-09-12 00:00:00+00:00,completed,1153.04,0.00,86.48,1239.52,2026-09-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2632,TXN-202606-002632,954,2026-06-24 00:00:00+00:00,completed,1004.73,0.00,75.35,1080.08,2026-06-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2633,TXN-202606-002633,464,2026-06-01 00:00:00+00:00,completed,1027.58,0.00,77.07,1104.65,2026-06-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2634,TXN-202604-002634,299,2026-04-10 00:00:00+00:00,completed,9245.15,462.26,658.72,9441.61,2026-04-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2635,TXN-202605-002635,491,2026-05-05 00:00:00+00:00,completed,342.85,0.00,25.71,368.56,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2636,TXN-202603-002636,986,2026-03-15 00:00:00+00:00,completed,276.66,0.00,20.75,297.41,2026-03-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2637,TXN-202605-002637,93,2026-05-29 00:00:00+00:00,completed,943.01,47.15,67.19,963.05,2026-05-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2638,TXN-202509-002638,874,2025-09-05 00:00:00+00:00,completed,162.86,0.00,12.21,175.07,2025-09-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2639,TXN-202606-002639,34,2026-06-11 00:00:00+00:00,completed,962.08,0.00,72.16,1034.24,2026-06-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2640,TXN-202605-002640,328,2026-05-14 00:00:00+00:00,completed,13319.61,0.00,998.97,14318.58,2026-05-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2641,TXN-202608-002641,911,2026-08-11 00:00:00+00:00,completed,547.52,0.00,41.06,588.58,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2642,TXN-202606-002642,848,2026-06-01 00:00:00+00:00,completed,651.72,0.00,48.88,700.60,2026-06-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2643,TXN-202605-002643,299,2026-05-12 00:00:00+00:00,completed,10401.26,0.00,780.09,11181.35,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2644,TXN-202602-002644,270,2026-02-11 00:00:00+00:00,refunded,770.77,0.00,57.81,828.58,2026-02-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2645,TXN-202604-002645,603,2026-04-29 00:00:00+00:00,completed,40.18,0.00,3.01,43.19,2026-04-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2646,TXN-202608-002646,530,2026-08-31 00:00:00+00:00,completed,7302.07,0.00,547.66,7849.73,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2647,TXN-202607-002647,247,2026-07-12 00:00:00+00:00,completed,65.78,0.00,4.93,70.71,2026-07-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2648,TXN-202605-002648,705,2026-05-12 00:00:00+00:00,completed,481.04,0.00,36.08,517.12,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2649,TXN-202609-002649,332,2026-09-07 00:00:00+00:00,completed,436.80,0.00,32.76,469.56,2026-09-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2650,TXN-202608-002650,874,2026-08-05 00:00:00+00:00,completed,481.04,0.00,36.08,517.12,2026-08-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2651,TXN-202508-002651,885,2025-08-28 00:00:00+00:00,completed,269.64,0.00,20.22,289.86,2025-08-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2652,TXN-202608-002652,824,2026-08-30 00:00:00+00:00,completed,3198.24,0.00,239.87,3438.11,2026-08-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2653,TXN-202608-002653,432,2026-08-01 00:00:00+00:00,completed,5167.65,0.00,387.57,5555.22,2026-08-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2654,TXN-202604-002654,924,2026-04-16 00:00:00+00:00,completed,54269.52,0.00,4070.21,58339.73,2026-04-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2655,TXN-202512-002655,599,2025-12-26 00:00:00+00:00,completed,1665.72,0.00,124.93,1790.65,2025-12-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2656,TXN-202510-002656,371,2025-10-09 00:00:00+00:00,completed,20164.91,0.00,1512.37,21677.28,2025-10-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2657,TXN-202608-002657,127,2026-08-20 00:00:00+00:00,completed,66.05,0.00,4.95,71.00,2026-08-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2658,TXN-202605-002658,973,2026-05-15 00:00:00+00:00,completed,721.56,0.00,54.12,775.68,2026-05-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2659,TXN-202609-002659,1,2026-09-07 00:00:00+00:00,completed,16810.85,0.00,1260.81,18071.66,2026-09-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2660,TXN-202606-002660,835,2026-06-29 00:00:00+00:00,completed,1148.92,0.00,86.17,1235.09,2026-06-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2661,TXN-202605-002661,872,2026-05-09 00:00:00+00:00,completed,185.34,0.00,13.90,199.24,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2662,TXN-202511-002662,11,2025-11-25 00:00:00+00:00,completed,363.17,18.16,25.88,370.89,2025-11-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2663,TXN-202512-002663,407,2025-12-15 00:00:00+00:00,refunded,233.27,0.00,17.50,250.77,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2664,TXN-202608-002664,666,2026-08-08 00:00:00+00:00,completed,276.64,13.83,19.71,282.52,2026-08-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2665,TXN-202509-002665,33,2025-09-26 00:00:00+00:00,completed,2737.03,0.00,205.28,2942.31,2025-09-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2666,TXN-202609-002666,296,2026-09-15 00:00:00+00:00,completed,875.96,0.00,65.70,941.66,2026-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2667,TXN-202602-002667,137,2026-02-13 00:00:00+00:00,completed,9228.31,0.00,692.12,9920.43,2026-02-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2668,TXN-202606-002668,866,2026-06-30 00:00:00+00:00,completed,10861.41,0.00,814.61,11676.02,2026-06-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2669,TXN-202608-002669,404,2026-08-30 00:00:00+00:00,completed,317.12,0.00,23.78,340.90,2026-08-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2670,TXN-202605-002670,80,2026-05-01 00:00:00+00:00,completed,408.76,0.00,30.66,439.42,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2671,TXN-202512-002671,650,2025-12-13 00:00:00+00:00,completed,1921.11,0.00,144.08,2065.19,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2672,TXN-202601-002672,178,2026-01-31 00:00:00+00:00,completed,158.48,0.00,11.89,170.37,2026-01-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2673,TXN-202606-002673,218,2026-06-23 00:00:00+00:00,pending,70.64,0.00,5.30,75.94,2026-06-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2674,TXN-202608-002674,685,2026-08-26 00:00:00+00:00,completed,1796.26,0.00,134.72,1930.98,2026-08-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2675,TXN-202608-002675,784,2026-08-28 00:00:00+00:00,completed,273.82,0.00,20.54,294.36,2026-08-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2676,TXN-202607-002676,323,2026-07-23 00:00:00+00:00,completed,3240.74,0.00,243.06,3483.80,2026-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2677,TXN-202609-002677,790,2026-09-10 00:00:00+00:00,refunded,527.07,0.00,39.53,566.60,2026-09-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2678,TXN-202607-002678,611,2026-07-25 00:00:00+00:00,completed,38.31,0.00,2.87,41.18,2026-07-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2679,TXN-202608-002679,169,2026-08-18 00:00:00+00:00,completed,191.39,0.00,14.35,205.74,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2680,TXN-202511-002680,870,2025-11-19 00:00:00+00:00,completed,191.34,0.00,14.35,205.69,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2681,TXN-202605-002681,916,2026-05-10 00:00:00+00:00,completed,1178.76,0.00,88.41,1267.17,2026-05-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2682,TXN-202604-002682,454,2026-04-28 00:00:00+00:00,completed,21986.93,0.00,1649.02,23635.95,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2683,TXN-202606-002683,249,2026-06-28 00:00:00+00:00,completed,99.94,0.00,7.50,107.44,2026-06-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2684,TXN-202605-002684,603,2026-05-30 00:00:00+00:00,completed,1610.32,0.00,120.77,1731.09,2026-05-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2685,TXN-202605-002685,479,2026-05-24 00:00:00+00:00,completed,362.42,0.00,27.18,389.60,2026-05-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2686,TXN-202602-002686,350,2026-02-18 00:00:00+00:00,completed,1036.16,0.00,77.71,1113.87,2026-02-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2687,TXN-202512-002687,409,2025-12-27 00:00:00+00:00,completed,430.41,0.00,32.28,462.69,2025-12-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2688,TXN-202608-002688,845,2026-08-23 00:00:00+00:00,completed,47582.25,0.00,3568.67,51150.92,2026-08-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2689,TXN-202609-002689,30,2026-09-07 00:00:00+00:00,pending,91.68,0.00,6.88,98.56,2026-09-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2690,TXN-202510-002690,725,2025-10-01 00:00:00+00:00,completed,477.24,23.86,34.00,487.38,2025-10-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2691,TXN-202605-002691,755,2026-05-15 00:00:00+00:00,completed,394.81,0.00,29.61,424.42,2026-05-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2692,TXN-202603-002692,393,2026-03-25 00:00:00+00:00,completed,2349.70,0.00,176.23,2525.93,2026-03-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2693,TXN-202607-002693,408,2026-07-02 00:00:00+00:00,completed,602.40,0.00,45.18,647.58,2026-07-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2694,TXN-202604-002694,40,2026-04-28 00:00:00+00:00,completed,3133.03,0.00,234.98,3368.01,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2695,TXN-202605-002695,471,2026-05-09 00:00:00+00:00,completed,43.33,0.00,3.25,46.58,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2696,TXN-202605-002696,753,2026-05-05 00:00:00+00:00,completed,4606.18,0.00,345.46,4951.64,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2697,TXN-202606-002697,328,2026-06-24 00:00:00+00:00,completed,7350.72,0.00,551.30,7902.02,2026-06-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2698,TXN-202607-002698,223,2026-07-19 00:00:00+00:00,completed,291.12,0.00,21.83,312.95,2026-07-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2699,TXN-202508-002699,899,2025-08-21 00:00:00+00:00,completed,476.10,0.00,35.71,511.81,2025-08-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2700,TXN-202605-002700,358,2026-05-15 00:00:00+00:00,completed,230.55,0.00,17.29,247.84,2026-05-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2701,TXN-202608-002701,143,2026-08-10 00:00:00+00:00,refunded,11330.99,0.00,849.82,12180.81,2026-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2702,TXN-202605-002702,702,2026-05-10 00:00:00+00:00,completed,1903.28,0.00,142.75,2046.03,2026-05-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2703,TXN-202602-002703,62,2026-02-28 00:00:00+00:00,completed,30.80,1.54,2.19,31.45,2026-02-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2704,TXN-202512-002704,98,2025-12-13 00:00:00+00:00,completed,112.72,0.00,8.45,121.17,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2705,TXN-202608-002705,784,2026-08-01 00:00:00+00:00,completed,58.84,0.00,4.41,63.25,2026-08-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2706,TXN-202606-002706,896,2026-06-13 00:00:00+00:00,completed,486.48,0.00,36.49,522.97,2026-06-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2707,TXN-202604-002707,389,2026-04-12 00:00:00+00:00,completed,752.37,0.00,56.43,808.80,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2708,TXN-202609-002708,230,2026-09-21 00:00:00+00:00,completed,12565.65,0.00,942.42,13508.07,2026-09-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2709,TXN-202512-002709,79,2025-12-19 00:00:00+00:00,completed,2136.24,0.00,160.22,2296.46,2025-12-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2710,TXN-202604-002710,988,2026-04-26 00:00:00+00:00,completed,13602.11,0.00,1020.16,14622.27,2026-04-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2711,TXN-202605-002711,737,2026-05-30 00:00:00+00:00,completed,751.49,0.00,56.36,807.85,2026-05-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2712,TXN-202510-002712,954,2025-10-07 00:00:00+00:00,completed,9746.08,0.00,730.96,10477.04,2025-10-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2713,TXN-202607-002713,267,2026-07-28 00:00:00+00:00,completed,628.83,0.00,47.16,675.99,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2714,TXN-202602-002714,293,2026-02-24 00:00:00+00:00,completed,1135.35,0.00,85.15,1220.50,2026-02-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2715,TXN-202608-002715,598,2026-08-26 00:00:00+00:00,completed,1359.90,0.00,101.99,1461.89,2026-08-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2716,TXN-202608-002716,211,2026-08-20 00:00:00+00:00,completed,1560.23,0.00,117.02,1677.25,2026-08-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2717,TXN-202606-002717,8,2026-06-28 00:00:00+00:00,completed,965.89,0.00,72.44,1038.33,2026-06-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2718,TXN-202608-002718,529,2026-08-29 00:00:00+00:00,completed,2859.39,0.00,214.45,3073.84,2026-08-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2719,TXN-202605-002719,705,2026-05-15 00:00:00+00:00,completed,1010.61,0.00,75.80,1086.41,2026-05-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2720,TXN-202510-002720,540,2025-10-25 00:00:00+00:00,completed,726.31,0.00,54.47,780.78,2025-10-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2721,TXN-202607-002721,359,2026-07-19 00:00:00+00:00,completed,67.74,0.00,5.08,72.82,2026-07-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2722,TXN-202606-002722,294,2026-06-27 00:00:00+00:00,completed,365.66,0.00,27.42,393.08,2026-06-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2723,TXN-202603-002723,717,2026-03-16 00:00:00+00:00,completed,240.52,12.03,17.14,245.63,2026-03-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2724,TXN-202608-002724,690,2026-08-27 00:00:00+00:00,completed,30.63,0.00,2.30,32.93,2026-08-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2725,TXN-202605-002725,519,2026-05-05 00:00:00+00:00,completed,2532.20,0.00,189.91,2722.11,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2726,TXN-202604-002726,663,2026-04-10 00:00:00+00:00,completed,188.61,0.00,14.15,202.76,2026-04-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2727,TXN-202608-002727,822,2026-08-31 00:00:00+00:00,completed,1131.30,0.00,84.85,1216.15,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2728,TXN-202607-002728,159,2026-07-29 00:00:00+00:00,completed,2516.23,0.00,188.72,2704.95,2026-07-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2729,TXN-202607-002729,183,2026-07-05 00:00:00+00:00,completed,73.97,0.00,5.55,79.52,2026-07-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2730,TXN-202607-002730,539,2026-07-31 00:00:00+00:00,completed,30792.12,0.00,2309.41,33101.53,2026-07-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2731,TXN-202512-002731,805,2025-12-27 00:00:00+00:00,completed,8445.77,0.00,633.43,9079.20,2025-12-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2732,TXN-202609-002732,171,2026-09-15 00:00:00+00:00,completed,854.49,42.72,60.88,872.65,2026-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2733,TXN-202602-002733,917,2026-02-04 00:00:00+00:00,completed,113.79,0.00,8.53,122.32,2026-02-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2734,TXN-202603-002734,679,2026-03-22 00:00:00+00:00,completed,931.02,0.00,69.83,1000.85,2026-03-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2735,TXN-202512-002735,918,2025-12-15 00:00:00+00:00,completed,4061.79,0.00,304.63,4366.42,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2736,TXN-202602-002736,990,2026-02-20 00:00:00+00:00,completed,373.69,0.00,28.03,401.72,2026-02-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2737,TXN-202606-002737,500,2026-06-14 00:00:00+00:00,completed,1155.35,0.00,86.65,1242.00,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2738,TXN-202511-002738,580,2025-11-20 00:00:00+00:00,completed,3212.94,0.00,240.97,3453.91,2025-11-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2739,TXN-202607-002739,945,2026-07-18 00:00:00+00:00,completed,110.40,0.00,8.28,118.68,2026-07-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2740,TXN-202606-002740,287,2026-06-11 00:00:00+00:00,completed,585.52,0.00,43.91,629.43,2026-06-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2741,TXN-202608-002741,530,2026-08-10 00:00:00+00:00,completed,31133.84,0.00,2335.04,33468.88,2026-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2742,TXN-202609-002742,26,2026-09-04 00:00:00+00:00,completed,862.47,0.00,64.69,927.16,2026-09-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2743,TXN-202606-002743,131,2026-06-27 00:00:00+00:00,completed,22844.58,0.00,1713.34,24557.92,2026-06-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2744,TXN-202604-002744,926,2026-04-22 00:00:00+00:00,completed,1297.12,0.00,97.28,1394.40,2026-04-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2745,TXN-202609-002745,546,2026-09-11 00:00:00+00:00,completed,228.82,0.00,17.16,245.98,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2746,TXN-202608-002746,618,2026-08-27 00:00:00+00:00,completed,340.31,0.00,25.52,365.83,2026-08-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2747,TXN-202602-002747,695,2026-02-14 00:00:00+00:00,completed,82.68,0.00,6.20,88.88,2026-02-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2748,TXN-202606-002748,220,2026-06-15 00:00:00+00:00,completed,47576.90,0.00,3568.27,51145.17,2026-06-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2749,TXN-202603-002749,56,2026-03-12 00:00:00+00:00,completed,238.14,0.00,17.86,256.00,2026-03-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2750,TXN-202605-002750,140,2026-05-16 00:00:00+00:00,completed,13923.07,0.00,1044.23,14967.30,2026-05-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2751,TXN-202512-002751,438,2025-12-26 00:00:00+00:00,completed,371.01,0.00,27.83,398.84,2025-12-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2752,TXN-202608-002752,589,2026-08-06 00:00:00+00:00,completed,5298.26,0.00,397.37,5695.63,2026-08-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2753,TXN-202607-002753,111,2026-07-11 00:00:00+00:00,completed,63.51,0.00,4.76,68.27,2026-07-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2754,TXN-202601-002754,619,2026-01-02 00:00:00+00:00,completed,31056.24,0.00,2329.22,33385.46,2026-01-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2755,TXN-202606-002755,493,2026-06-30 00:00:00+00:00,completed,9222.06,0.00,691.65,9913.71,2026-06-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2756,TXN-202512-002756,458,2025-12-28 00:00:00+00:00,completed,151.72,7.59,10.81,154.94,2025-12-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2757,TXN-202606-002757,867,2026-06-08 00:00:00+00:00,completed,583.79,0.00,43.78,627.57,2026-06-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2758,TXN-202512-002758,861,2025-12-18 00:00:00+00:00,completed,2167.73,0.00,162.58,2330.31,2025-12-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2759,TXN-202603-002759,112,2026-03-07 00:00:00+00:00,completed,462.49,0.00,34.69,497.18,2026-03-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2760,TXN-202606-002760,940,2026-06-27 00:00:00+00:00,completed,6957.96,0.00,521.85,7479.81,2026-06-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2761,TXN-202510-002761,158,2025-10-17 00:00:00+00:00,completed,26609.90,0.00,1995.74,28605.64,2025-10-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2762,TXN-202607-002762,666,2026-07-22 00:00:00+00:00,completed,667.88,33.39,47.59,682.08,2026-07-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2763,TXN-202510-002763,155,2025-10-29 00:00:00+00:00,completed,593.23,0.00,44.49,637.72,2025-10-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2764,TXN-202606-002764,391,2026-06-11 00:00:00+00:00,completed,791.26,0.00,59.34,850.60,2026-06-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2765,TXN-202507-002765,899,2025-07-30 00:00:00+00:00,completed,137.22,0.00,10.29,147.51,2025-07-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2766,TXN-202601-002766,985,2026-01-09 00:00:00+00:00,completed,130.79,0.00,9.81,140.60,2026-01-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2767,TXN-202511-002767,504,2025-11-08 00:00:00+00:00,completed,811.22,0.00,60.84,872.06,2025-11-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2768,TXN-202511-002768,905,2025-11-10 00:00:00+00:00,completed,6383.94,0.00,478.80,6862.74,2025-11-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2769,TXN-202601-002769,639,2026-01-16 00:00:00+00:00,completed,29552.60,0.00,2216.44,31769.04,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2770,TXN-202603-002770,605,2026-03-02 00:00:00+00:00,completed,1709.50,85.48,121.80,1745.82,2026-03-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2771,TXN-202609-002771,39,2026-09-12 00:00:00+00:00,completed,43349.11,0.00,3251.18,46600.29,2026-09-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2772,TXN-202601-002772,779,2026-01-19 00:00:00+00:00,completed,13448.82,0.00,1008.66,14457.48,2026-01-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2773,TXN-202603-002773,28,2026-03-30 00:00:00+00:00,completed,228.09,0.00,17.11,245.20,2026-03-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2774,TXN-202604-002774,657,2026-04-04 00:00:00+00:00,completed,715.62,0.00,53.67,769.29,2026-04-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2775,TXN-202601-002775,964,2026-01-28 00:00:00+00:00,completed,640.75,0.00,48.06,688.81,2026-01-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2776,TXN-202506-002776,385,2025-06-01 00:00:00+00:00,completed,3749.51,0.00,281.21,4030.72,2025-06-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2777,TXN-202601-002777,57,2026-01-30 00:00:00+00:00,completed,169.32,0.00,12.70,182.02,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2778,TXN-202602-002778,168,2026-02-28 00:00:00+00:00,completed,22237.30,0.00,1667.80,23905.10,2026-02-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2779,TXN-202609-002779,171,2026-09-17 00:00:00+00:00,completed,78.80,0.00,5.91,84.71,2026-09-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2780,TXN-202603-002780,85,2026-03-28 00:00:00+00:00,pending,38075.69,0.00,2855.68,40931.37,2026-03-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
